500017,2000-02-05 19:15:29.0,1,95.36
500030,2000-05-28 19:03:08.0,1,90.14
500037,2000-06-21 18:05:09.0,1,97.5
500039,2000-05-25 11:30:18.0,1,93.31
500044,2000-05-05 14:09:52.0,1,97.12
500055,2000-04-06 15:02:01.0,1,92.47
500095,2000-10-14 06:38:28.0,1,94.96
500103,2000-01-31 13:21:09.0,1,99.68
500114,2000-02-19 13:11:56.0,1,92.84
500120,2000-09-29 01:28:35.0,1,91.39
500121,2000-05-01 19:03:42.0,1,92.62
500143,2000-10-30 10:01:17.0,1,93.71
500165,2000-07-09 13:46:19.0,1,91.57
500178,2000-11-26 18:56:11.0,1,95.82
500194,2000-07-17 20:28:25.0,1,95.3
500200,2000-09-05 02:04:24.0,1,90.11
500217,2000-12-28 15:42:02.0,1,91.74
500222,2000-01-07 00:15:05.0,1,99.74
500245,2000-08-03 14:11:10.0,1,92.1
500258,2000-07-25 13:31:09.0,1,91.32
500263,2000-11-28 02:45:45.0,1,90.36
500289,2000-08-03 05:42:10.0,1,96.7
500304,2000-05-15 07:21:26.0,1,97.68
500305,2000-10-08 20:28:02.0,1,93.01
500315,2000-06-12 02:46:27.0,1,94.02
500316,2000-05-11 17:24:15.0,1,98.32
500321,2000-05-04 10:25:39.0,1,92.02
500328,2000-09-06 09:15:44.0,1,91.3
500332,2000-11-25 22:45:27.0,1,97.05
500335,2000-12-28 10:55:54.0,1,99.68
500344,2000-11-12 14:32:25.0,1,98.58
500348,2000-03-16 00:39:33.0,1,90.13
500360,2000-05-22 01:07:34.0,1,94.18
500389,2000-06-18 03:13:59.0,1,98.88
500406,2000-03-06 05:06:56.0,1,91.45
500461,2000-07-31 13:17:04.0,1,91.51
500481,2000-09-30 07:23:09.0,1,91.21
500529,2000-11-27 08:33:58.0,1,93.61
500530,2000-12-15 12:33:37.0,1,97.9
500539,2000-04-21 23:46:13.0,1,93.43
500540,2000-10-01 07:17:50.0,1,95.41
500543,2000-03-30 08:14:44.0,1,99.21
500549,2000-03-04 02:50:56.0,1,94.9
500551,2000-10-01 21:44:55.0,1,90.53
500564,2000-02-04 14:17:21.0,1,94.27
500570,2000-12-04 02:19:39.0,1,99.05
500595,2000-04-06 16:11:13.0,1,98.09
500599,2000-02-14 09:23:22.0,1,93.62
500604,2000-05-04 10:00:38.0,1,90.03
500613,2000-08-09 20:10:33.0,1,94.65
500615,2000-10-24 10:12:35.0,1,94.75
500619,2000-09-03 11:28:46.0,1,97.74
500637,2000-12-21 20:44:15.0,1,91.5
500659,2000-06-07 07:12:13.0,1,92.11
500700,2000-03-06 00:42:18.0,1,98.25
500701,2000-05-18 02:16:59.0,1,94.37
500712,2000-04-27 01:08:18.0,1,98.23
500717,2000-10-28 21:17:36.0,1,91.23
500731,2000-07-06 02:51:48.0,1,97.81
500733,2000-02-05 06:12:37.0,1,98.89
500735,2000-07-30 05:19:44.0,1,96.66
500741,2000-09-05 13:19:20.0,1,95.17
500756,2000-03-28 22:45:39.0,1,98.62
500780,2000-11-24 18:54:17.0,1,96.47
500790,2000-03-07 22:31:43.0,1,91.07
500798,2000-08-07 11:40:52.0,1,96.8
500813,2000-06-23 04:44:53.0,1,95.38
500820,2000-05-12 04:38:56.0,1,95.61
500844,2000-01-28 19:44:12.0,1,93.29
500851,2000-05-15 12:47:49.0,1,93.15
500852,2000-07-17 14:44:18.0,1,92.56
500857,2000-04-02 02:56:52.0,1,94.18
500858,2000-12-13 15:23:34.0,1,93.61
500866,2000-05-28 08:40:53.0,1,99.55
500872,2000-04-06 02:44:40.0,1,90.26
500873,2000-09-21 03:43:53.0,1,91.01
500875,2000-09-11 16:11:20.0,1,98.65
500879,2000-07-13 10:50:54.0,1,90.83
500880,2000-12-10 09:39:58.0,1,99.25
500887,2000-03-15 16:26:49.0,1,96.91
500893,2000-07-14 16:26:21.0,1,96.3
500906,2000-12-18 10:30:27.0,1,93.77
500918,2000-01-15 23:47:53.0,1,96.39
500921,2000-02-15 00:45:54.0,1,98.95
500922,2000-07-29 23:41:19.0,1,92.1
500924,2000-05-09 11:42:32.0,1,99.2
500938,2000-04-30 22:16:14.0,1,97.1
500951,2000-10-27 23:34:59.0,1,97.92
500962,2000-08-08 03:54:48.0,1,97.16
500967,2000-05-10 10:15:36.0,1,94.26
500974,2000-06-26 09:45:36.0,1,90.32
500976,2000-09-24 04:26:34.0,1,91.56
500978,2000-09-05 16:26:24.0,1,90.88
500989,2000-01-14 03:46:33.0,1,92.58
501000,2000-10-02 14:17:55.0,1,90.0
501002,2000-09-01 15:13:36.0,1,92.56
501005,2000-09-27 05:56:51.0,1,99.76
501012,2000-12-23 17:32:02.0,1,91.8
501034,2000-06-09 06:18:50.0,1,93.47
501035,2000-05-10 03:53:32.0,1,97.84
501060,2000-11-02 15:43:22.0,1,93.0
501062,2000-11-27 01:59:03.0,1,95.69
501073,2000-08-09 10:52:01.0,1,95.52
501074,2000-12-15 00:00:21.0,1,91.47
501084,2000-03-16 06:17:28.0,1,99.02
501096,2000-08-26 11:22:46.0,1,97.07
501107,2000-09-25 07:37:13.0,1,97.1
501115,2000-09-28 11:41:52.0,1,90.31
501124,2000-01-21 13:30:30.0,1,90.79
501130,2000-12-30 22:14:14.0,1,97.73
501133,2000-06-21 21:49:20.0,1,92.44
501154,2000-12-18 06:17:57.0,1,99.0
501157,2000-04-24 05:55:27.0,1,93.18
501159,2000-11-15 04:59:57.0,1,95.05
501182,2000-03-18 20:31:27.0,1,93.83
501195,2000-12-19 21:54:28.0,1,97.18
501200,2000-06-15 17:01:47.0,1,94.32
501201,2000-05-06 08:05:20.0,1,90.05
501219,2000-03-19 19:53:44.0,1,91.67
501220,2000-12-07 15:26:48.0,1,92.94
501231,2000-11-26 19:01:11.0,1,90.01
501241,2000-04-29 18:00:17.0,1,99.76
501253,2000-01-05 21:07:28.0,1,97.99
501256,2000-05-21 19:17:11.0,1,91.8
501259,2000-01-20 01:35:15.0,1,99.92
501266,2000-10-09 07:32:28.0,1,91.09
501269,2000-04-12 00:51:22.0,1,94.0
501273,2000-04-19 06:37:58.0,1,96.83
501279,2000-02-21 15:59:19.0,1,91.65
501283,2000-09-09 14:37:26.0,1,96.53
501294,2000-11-10 02:13:57.0,1,96.6
501298,2000-02-24 04:10:32.0,1,99.31
501300,2000-07-23 10:12:39.0,1,92.64
501301,2000-12-13 14:06:39.0,1,98.17
501311,2000-06-15 19:42:54.0,1,97.96
501319,2000-07-26 05:16:10.0,1,91.56
501332,2000-11-04 07:35:36.0,1,96.74
501334,2000-02-28 19:08:32.0,1,96.24
501338,2000-05-01 01:02:44.0,1,93.22
501362,2000-02-01 23:57:38.0,1,92.5
501393,2000-08-09 20:48:30.0,1,92.1
501408,2000-12-10 02:49:34.0,1,91.55
501465,2000-10-11 02:14:34.0,1,96.98
501502,2000-05-15 08:58:16.0,1,90.56
501511,2000-01-25 23:35:59.0,1,98.28
501528,2000-07-09 07:33:32.0,1,94.6
501529,2000-03-01 16:39:03.0,1,99.28
501541,2000-05-04 12:50:29.0,1,93.32
501553,2000-08-10 07:01:22.0,1,96.61
501563,2000-03-26 03:20:54.0,1,97.31
501564,2000-03-01 17:51:40.0,1,91.21
501569,2000-07-08 14:15:41.0,1,95.65
501573,2000-09-23 17:32:23.0,1,92.82
501585,2000-01-28 22:15:48.0,1,94.36
501593,2000-05-09 13:33:23.0,1,97.37
501611,2000-10-18 23:16:13.0,1,98.78
501618,2000-12-21 15:53:40.0,1,99.08
501629,2000-10-30 14:31:51.0,1,93.51
501638,2000-06-23 04:32:52.0,1,92.37
501653,2000-04-21 12:23:22.0,1,92.77
501675,2000-06-02 08:12:38.0,1,91.37
501677,2000-01-29 07:27:21.0,1,98.59
501680,2000-01-31 07:24:00.0,1,98.38
501692,2000-01-15 17:22:22.0,1,96.61
501695,2000-12-25 09:50:19.0,1,90.73
501703,2000-05-04 22:47:59.0,1,93.98
501719,2000-03-29 14:06:57.0,1,95.46
501745,2000-01-19 10:25:32.0,1,93.9
501746,2000-07-17 11:07:48.0,1,90.12
